User:
anma2640
Hostname:
bnode0304
CPU info:
Architecture:          x86_64
CPU op-mode(s):        32-bit, 64-bit
Byte Order:            Little Endian
CPU(s):                28
On-line CPU(s) list:   0-27
Thread(s) per core:    1
Core(s) per socket:    14
Socket(s):             2
NUMA node(s):          2
Vendor ID:             GenuineIntel
CPU family:            6
Model:                 79
Model name:            Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz
Stepping:              1
CPU MHz:               2899.968
Computation started at:
Fri Dec 24 08:33:19 MST 2021
git commit: 159ecb412ce6fbd924c19fe68b4b032c9ab3a96f, branch: dqmc, compiled at: Fri Dec 10 18:21:03 MST 2021

nproc used: 56 (NB: stochasticIter below is per proc)

**************************************************************
Input file  :
**************************************************************
{
    "system": {
        "integrals": "FCIDUMP_chol",
        "numAct": "18"
    },
    "wavefunction": {
        "right": "uhf",
        "left": "multislater",
        "determinants": "dets_0.bin",
        "ndets": "100"
    },
    "sampling": {
        "seed": "703964",
        "phaseless": "true",
        "dt": "0.005000",
        "nsteps": "50",
        "nwalk": "25",
        "choleskyThreshold": "2.0e-3",
        "orthoSteps": "20",
        "stochasticIter": "1000"
    }
}

Number of orbitals:  76, nalpha:  13, nbeta:  8
Rankwise number of excitations  1 14 76  9  0  0  0  0  0  0
Number of determinants 100

Initial state energy:  (-119.32126,-0)
Number of Cholesky vectors: 479
Using truncated Cholesky with 287 vectors for energy calculations
Initial state energy with truncated Cholesky:  (-119.3193,-0)

Using ROHF RDM for background subtraction

  block     propTime         eshift            weight             energy          cumulative_energy          walltime
   662     1.655e+02       -1.19702e+02     1.38983e+03      -1.198566532e+02        -1.198494474e+02        6.94e+03 
   663     1.658e+02       -1.19687e+02     1.38872e+03      -1.198566050e+02        -1.198494589e+02        6.95e+03 
   664     1.660e+02       -1.19689e+02     1.38881e+03      -1.198298184e+02        -1.198494275e+02        6.96e+03 
   665     1.662e+02       -1.19693e+02     1.38921e+03      -1.198427424e+02        -1.198494168e+02        6.97e+03 
   666     1.665e+02       -1.19709e+02     1.39036e+03      -1.198468417e+02        -1.198494127e+02        6.98e+03 
   667     1.668e+02       -1.19690e+02     1.38905e+03      -1.198629980e+02        -1.198494343e+02        6.99e+03 
   668     1.670e+02       -1.19724e+02     1.39130e+03      -1.198639311e+02        -1.198494574e+02        7.00e+03 
   669     1.672e+02       -1.19704e+02     1.38980e+03      -1.198499065e+02        -1.198494581e+02        7.01e+03 
   670     1.675e+02       -1.19722e+02     1.39104e+03      -1.198515771e+02        -1.198494615e+02        7.02e+03 
   671     1.678e+02       -1.19705e+02     1.38985e+03      -1.198483798e+02        -1.198494598e+02        7.03e+03 
   672     1.680e+02       -1.19690e+02     1.38885e+03      -1.198439855e+02        -1.198494511e+02        7.04e+03 
   673     1.682e+02       -1.19698e+02     1.38942e+03      -1.198470882e+02        -1.198494474e+02        7.05e+03 
   674     1.685e+02       -1.19678e+02     1.38810e+03      -1.198541723e+02        -1.198494548e+02        7.06e+03 
   675     1.688e+02       -1.19739e+02     1.39227e+03      -1.198539822e+02        -1.198494620e+02        7.07e+03 
   676     1.690e+02       -1.19697e+02     1.38935e+03      -1.198416363e+02        -1.198494497e+02        7.08e+03 
   677     1.692e+02       -1.19672e+02     1.38768e+03      -1.198375931e+02        -1.198494311e+02        7.10e+03 
   678     1.695e+02       -1.19690e+02     1.38897e+03      -1.198287314e+02        -1.198493988e+02        7.11e+03 
   679     1.698e+02       -1.19710e+02     1.39049e+03      -1.198379436e+02        -1.198493809e+02        7.12e+03 
   680     1.700e+02       -1.19690e+02     1.38917e+03      -1.198414893e+02        -1.198493685e+02        7.13e+03 
   681     1.702e+02       -1.19709e+02     1.39055e+03      -1.198474627e+02        -1.198493656e+02        7.14e+03 
   682     1.705e+02       -1.19696e+02     1.38958e+03      -1.198509843e+02        -1.198493681e+02        7.15e+03 
   683     1.708e+02       -1.19715e+02     1.39091e+03      -1.198476358e+02        -1.198493654e+02        7.16e+03 
   684     1.710e+02       -1.19743e+02     1.39284e+03      -1.198587052e+02        -1.198493799e+02        7.17e+03 
   685     1.712e+02       -1.19709e+02     1.39035e+03      -1.198444691e+02        -1.198493723e+02        7.18e+03 
   686     1.715e+02       -1.19680e+02     1.38837e+03      -1.198360435e+02        -1.198493517e+02        7.19e+03 
   687     1.718e+02       -1.19689e+02     1.38905e+03      -1.198323471e+02        -1.198493255e+02        7.20e+03 
   688     1.720e+02       -1.19736e+02     1.39246e+03      -1.198526661e+02        -1.198493307e+02        7.21e+03 
   689     1.722e+02       -1.19693e+02     1.38938e+03      -1.198664087e+02        -1.198493569e+02        7.22e+03 
   690     1.725e+02       -1.19694e+02     1.38932e+03      -1.198527620e+02        -1.198493622e+02        7.23e+03 
   691     1.728e+02       -1.19709e+02     1.39028e+03      -1.198520562e+02        -1.198493663e+02        7.24e+03 
   692     1.730e+02       -1.19736e+02     1.39215e+03      -1.198607424e+02        -1.198493837e+02        7.25e+03 
   693     1.732e+02       -1.19726e+02     1.39137e+03      -1.198493666e+02        -1.198493837e+02        7.26e+03 
   694     1.735e+02       -1.19709e+02     1.39020e+03      -1.198506130e+02        -1.198493856e+02        7.27e+03 
   695     1.738e+02       -1.19687e+02     1.38868e+03      -1.198553328e+02        -1.198493946e+02        7.29e+03 
   696     1.740e+02       -1.19705e+02     1.38986e+03      -1.198473637e+02        -1.198493916e+02        7.30e+03 
   697     1.742e+02       -1.19660e+02     1.38674e+03      -1.198436373e+02        -1.198493828e+02        7.31e+03 
   698     1.745e+02       -1.19684e+02     1.38847e+03      -1.198427178e+02        -1.198493727e+02        7.32e+03 
   699     1.748e+02       -1.19697e+02     1.38944e+03      -1.198437098e+02        -1.198493641e+02        7.33e+03 
   700     1.750e+02       -1.19681e+02     1.38835e+03      -1.198523070e+02        -1.198493686e+02        7.34e+03 
   701     1.752e+02       -1.19668e+02     1.38741e+03      -1.198414731e+02        -1.198493567e+02        7.35e+03 
   702     1.755e+02       -1.19701e+02     1.38972e+03      -1.198505937e+02        -1.198493586e+02        7.36e+03 
   703     1.758e+02       -1.19685e+02     1.38865e+03      -1.198348280e+02        -1.198493367e+02        7.37e+03 
   704     1.760e+02       -1.19675e+02     1.38803e+03      -1.198544612e+02        -1.198493444e+02        7.38e+03 
   705     1.762e+02       -1.19693e+02     1.38921e+03      -1.198604172e+02        -1.198493610e+02        7.39e+03 
   706     1.765e+02       -1.19707e+02     1.39012e+03      -1.198410521e+02        -1.198493485e+02        7.40e+03 
   707     1.768e+02       -1.19695e+02     1.38934e+03      -1.198566895e+02        -1.198493595e+02        7.41e+03 
   708     1.770e+02       -1.19667e+02     1.38733e+03      -1.198387368e+02        -1.198493437e+02        7.42e+03 
   709     1.772e+02       -1.19696e+02     1.38939e+03      -1.198494617e+02        -1.198493439e+02        7.43e+03 
   710     1.775e+02       -1.19664e+02     1.38718e+03      -1.198406658e+02        -1.198493310e+02        7.44e+03 
   711     1.778e+02       -1.19673e+02     1.38782e+03      -1.198307872e+02        -1.198493034e+02        7.45e+03 
   712     1.780e+02       -1.19700e+02     1.38987e+03      -1.198479324e+02        -1.198493014e+02        7.46e+03 
   713     1.782e+02       -1.19737e+02     1.39236e+03      -1.198360881e+02        -1.198492817e+02        7.47e+03 
   714     1.785e+02       -1.19700e+02     1.38988e+03      -1.198476699e+02        -1.198492793e+02        7.49e+03 
   715     1.788e+02       -1.19659e+02     1.38705e+03      -1.198441334e+02        -1.198492717e+02        7.50e+03 
   716     1.790e+02       -1.19657e+02     1.38687e+03      -1.198219324e+02        -1.198492315e+02        7.51e+03 
   717     1.792e+02       -1.19650e+02     1.38654e+03      -1.198308184e+02        -1.198492044e+02        7.52e+03 
   718     1.795e+02       -1.19649e+02     1.38658e+03      -1.198276197e+02        -1.198491726e+02        7.53e+03 
   719     1.798e+02       -1.19690e+02     1.38952e+03      -1.198482013e+02        -1.198491712e+02        7.54e+03 
   720     1.800e+02       -1.19717e+02     1.39137e+03      -1.198404775e+02        -1.198491584e+02        7.55e+03 
   721     1.802e+02       -1.19708e+02     1.39070e+03      -1.198615887e+02        -1.198491767e+02        7.56e+03 
   722     1.805e+02       -1.19694e+02     1.38964e+03      -1.198479262e+02        -1.198491748e+02        7.57e+03 
   723     1.808e+02       -1.19706e+02     1.39040e+03      -1.198330239e+02        -1.198491512e+02        7.58e+03 
   724     1.810e+02       -1.19699e+02     1.39000e+03      -1.198521616e+02        -1.198491556e+02        7.59e+03 
   725     1.812e+02       -1.19694e+02     1.38956e+03      -1.198509326e+02        -1.198491582e+02        7.60e+03 
   726     1.815e+02       -1.19718e+02     1.39116e+03      -1.198465621e+02        -1.198491544e+02        7.61e+03 
   727     1.818e+02       -1.19696e+02     1.38962e+03      -1.198411038e+02        -1.198491427e+02        7.62e+03 
   728     1.820e+02       -1.19668e+02     1.38776e+03      -1.198489527e+02        -1.198491425e+02        7.63e+03 
   729     1.822e+02       -1.19669e+02     1.38775e+03      -1.198421529e+02        -1.198491323e+02        7.64e+03 
   730     1.825e+02       -1.19712e+02     1.39080e+03      -1.198481409e+02        -1.198491309e+02        7.66e+03 
   731     1.828e+02       -1.19720e+02     1.39130e+03      -1.198637480e+02        -1.198491521e+02        7.67e+03 
   732     1.830e+02       -1.19712e+02     1.39064e+03      -1.198603039e+02        -1.198491682e+02        7.68e+03 
   733     1.832e+02       -1.19743e+02     1.39269e+03      -1.198681099e+02        -1.198491955e+02        7.69e+03 
   734     1.835e+02       -1.19665e+02     1.38711e+03      -1.198403460e+02        -1.198491828e+02        7.70e+03 
   735     1.838e+02       -1.19684e+02     1.38852e+03      -1.198337954e+02        -1.198491607e+02        7.71e+03 
   736     1.840e+02       -1.19673e+02     1.38784e+03      -1.198427462e+02        -1.198491515e+02        7.72e+03 
   737     1.842e+02       -1.19726e+02     1.39153e+03      -1.198612007e+02        -1.198491688e+02        7.73e+03 
   738     1.845e+02       -1.19660e+02     1.38685e+03      -1.198443037e+02        -1.198491619e+02        7.74e+03 
   739     1.848e+02       -1.19674e+02     1.38790e+03      -1.198376890e+02        -1.198491455e+02        7.75e+03 
   740     1.850e+02       -1.19673e+02     1.38786e+03      -1.198258409e+02        -1.198491123e+02        7.76e+03 
   741     1.852e+02       -1.19715e+02     1.39096e+03      -1.198390427e+02        -1.198490979e+02        7.77e+03 
   742     1.855e+02       -1.19685e+02     1.38889e+03      -1.198321441e+02        -1.198490738e+02        7.78e+03 
   743     1.858e+02       -1.19727e+02     1.39189e+03      -1.198634002e+02        -1.198490942e+02        7.79e+03 
   744     1.860e+02       -1.19683e+02     1.38871e+03      -1.198465975e+02        -1.198490907e+02        7.80e+03 
   745     1.862e+02       -1.19689e+02     1.38911e+03      -1.198249993e+02        -1.198490566e+02        7.81e+03 
   746     1.865e+02       -1.19666e+02     1.38768e+03      -1.198376421e+02        -1.198490405e+02        7.82e+03 
   747     1.868e+02       -1.19704e+02     1.39031e+03      -1.198364107e+02        -1.198490226e+02        7.83e+03 
   748     1.870e+02       -1.19692e+02     1.38956e+03      -1.198620597e+02        -1.198490410e+02        7.85e+03 
   749     1.872e+02       -1.19720e+02     1.39131e+03      -1.198557820e+02        -1.198490505e+02        7.86e+03 
   750     1.875e+02       -1.19716e+02     1.39100e+03      -1.198499460e+02        -1.198490518e+02        7.87e+03 
   751     1.878e+02       -1.19729e+02     1.39183e+03      -1.198499075e+02        -1.198490530e+02        7.88e+03 
   752     1.880e+02       -1.19704e+02     1.39009e+03      -1.198363801e+02        -1.198490352e+02        7.89e+03 
   753     1.882e+02       -1.19703e+02     1.39011e+03      -1.198527782e+02        -1.198490404e+02        7.90e+03 
   754     1.885e+02       -1.19719e+02     1.39113e+03      -1.198577790e+02        -1.198490527e+02        7.91e+03 
   755     1.888e+02       -1.19715e+02     1.39075e+03      -1.198595339e+02        -1.198490673e+02        7.92e+03 
   756     1.890e+02       -1.19721e+02     1.39114e+03      -1.198630314e+02        -1.198490868e+02        7.93e+03 
   757     1.892e+02       -1.19704e+02     1.38986e+03      -1.198523109e+02        -1.198490913e+02        7.94e+03 
   758     1.895e+02       -1.19702e+02     1.38967e+03      -1.198429942e+02        -1.198490828e+02        7.95e+03 
   759     1.898e+02       -1.19738e+02     1.39220e+03      -1.198569322e+02        -1.198490937e+02        7.96e+03 
   760     1.900e+02       -1.19699e+02     1.38947e+03      -1.198512580e+02        -1.198490967e+02        7.97e+03 
   761     1.902e+02       -1.19728e+02     1.39147e+03      -1.198369513e+02        -1.198490799e+02        7.98e+03 
   762     1.905e+02       -1.19726e+02     1.39144e+03      -1.198499169e+02        -1.198490811e+02        7.99e+03 
   763     1.908e+02       -1.19695e+02     1.38929e+03      -1.198500634e+02        -1.198490824e+02        8.00e+03 
   764     1.910e+02       -1.19693e+02     1.38908e+03      -1.198452745e+02        -1.198490772e+02        8.01e+03 
   765     1.912e+02       -1.19730e+02     1.39174e+03      -1.198554684e+02        -1.198490860e+02        8.03e+03 
   766     1.915e+02       -1.19718e+02     1.39080e+03      -1.198398700e+02        -1.198490733e+02        8.04e+03 
   767     1.918e+02       -1.19750e+02     1.39311e+03      -1.198461714e+02        -1.198490693e+02        8.05e+03 
   768     1.920e+02       -1.19719e+02     1.39095e+03      -1.198311337e+02        -1.198490447e+02        8.06e+03 
   769     1.922e+02       -1.19708e+02     1.39034e+03      -1.198504452e+02        -1.198490466e+02        8.07e+03 
   770     1.925e+02       -1.19719e+02     1.39106e+03      -1.198574419e+02        -1.198490581e+02        8.08e+03 
   771     1.928e+02       -1.19696e+02     1.38940e+03      -1.198561003e+02        -1.198490677e+02        8.09e+03 
   772     1.930e+02       -1.19698e+02     1.38948e+03      -1.198379297e+02        -1.198490525e+02        8.10e+03 
   773     1.932e+02       -1.19685e+02     1.38865e+03      -1.198407539e+02        -1.198490412e+02        8.11e+03 
   774     1.935e+02       -1.19706e+02     1.39013e+03      -1.198519087e+02        -1.198490451e+02        8.12e+03 
   775     1.938e+02       -1.19696e+02     1.38946e+03      -1.198411466e+02        -1.198490344e+02        8.13e+03 
   776     1.940e+02       -1.19749e+02     1.39318e+03      -1.198610497e+02        -1.198490507e+02        8.15e+03 
   777     1.942e+02       -1.19739e+02     1.39238e+03      -1.198568202e+02        -1.198490613e+02        8.16e+03 
   778     1.945e+02       -1.19711e+02     1.39034e+03      -1.198346058e+02        -1.198490417e+02        8.17e+03 
   779     1.948e+02       -1.19697e+02     1.38947e+03      -1.198400579e+02        -1.198490296e+02        8.18e+03 
   780     1.950e+02       -1.19678e+02     1.38821e+03      -1.198478756e+02        -1.198490280e+02        8.19e+03 
   781     1.952e+02       -1.19708e+02     1.39033e+03      -1.198478402e+02        -1.198490264e+02        8.20e+03 
   782     1.955e+02       -1.19760e+02     1.39395e+03      -1.198606404e+02        -1.198490421e+02        8.21e+03 
   783     1.958e+02       -1.19691e+02     1.38902e+03      -1.198417805e+02        -1.198490323e+02        8.22e+03 
   784     1.960e+02       -1.19744e+02     1.39272e+03      -1.198458991e+02        -1.198490281e+02        8.23e+03 
   785     1.962e+02       -1.19720e+02     1.39111e+03      -1.198475485e+02        -1.198490261e+02        8.24e+03 
   786     1.965e+02       -1.19719e+02     1.39101e+03      -1.198433021e+02        -1.198490185e+02        8.25e+03 
   787     1.968e+02       -1.19709e+02     1.39033e+03      -1.198539560e+02        -1.198490251e+02        8.26e+03 
   788     1.970e+02       -1.19683e+02     1.38851e+03      -1.198424801e+02        -1.198490164e+02        8.28e+03 
   789     1.972e+02       -1.19719e+02     1.39107e+03      -1.198570440e+02        -1.198490271e+02        8.29e+03 
   790     1.975e+02       -1.19684e+02     1.38854e+03      -1.198481220e+02        -1.198490259e+02        8.30e+03 
   791     1.978e+02       -1.19720e+02     1.39105e+03      -1.198400014e+02        -1.198490139e+02        8.31e+03 
   792     1.980e+02       -1.19686e+02     1.38876e+03      -1.198432708e+02        -1.198490062e+02        8.32e+03 
   793     1.982e+02       -1.19701e+02     1.38980e+03      -1.198200167e+02        -1.198489678e+02        8.33e+03 
   794     1.985e+02       -1.19732e+02     1.39213e+03      -1.198410667e+02        -1.198489573e+02        8.34e+03 
   795     1.988e+02       -1.19710e+02     1.39065e+03      -1.198516506e+02        -1.198489609e+02        8.35e+03 
   796     1.990e+02       -1.19712e+02     1.39074e+03      -1.198539805e+02        -1.198489675e+02        8.36e+03 
   797     1.992e+02       -1.19689e+02     1.38910e+03      -1.198445035e+02        -1.198489616e+02        8.37e+03 
   798     1.995e+02       -1.19696e+02     1.38955e+03      -1.198508237e+02        -1.198489641e+02        8.38e+03 
   799     1.998e+02       -1.19687e+02     1.38892e+03      -1.198529661e+02        -1.198489693e+02        8.40e+03 
   800     2.000e+02       -1.19727e+02     1.39165e+03      -1.198544267e+02        -1.198489765e+02        8.41e+03 
   801     2.002e+02       -1.19721e+02     1.39119e+03      -1.198427997e+02        -1.198489684e+02        8.42e+03 
   802     2.005e+02       -1.19720e+02     1.39115e+03      -1.198485045e+02        -1.198489678e+02        8.43e+03 
   803     2.008e+02       -1.19726e+02     1.39154e+03      -1.198506535e+02        -1.198489700e+02        8.44e+03 
   804     2.010e+02       -1.19705e+02     1.39006e+03      -1.198448009e+02        -1.198489646e+02        8.45e+03 
   805     2.012e+02       -1.19698e+02     1.38962e+03      -1.198333071e+02        -1.198489441e+02        8.46e+03 
   806     2.015e+02       -1.19716e+02     1.39093e+03      -1.198361217e+02        -1.198489274e+02        8.47e+03 
   807     2.018e+02       -1.19674e+02     1.38809e+03      -1.198532079e+02        -1.198489330e+02        8.48e+03 
   808     2.020e+02       -1.19669e+02     1.38766e+03      -1.198515042e+02        -1.198489363e+02        8.49e+03 
   809     2.022e+02       -1.19700e+02     1.38980e+03      -1.198480143e+02        -1.198489351e+02        8.50e+03 
   810     2.025e+02       -1.19708e+02     1.39032e+03      -1.198502110e+02        -1.198489368e+02        8.51e+03 
   811     2.028e+02       -1.19712e+02     1.39063e+03      -1.198496167e+02        -1.198489376e+02        8.53e+03 
   812     2.030e+02       -1.19713e+02     1.39063e+03      -1.198463291e+02        -1.198489343e+02        8.54e+03 
   813     2.032e+02       -1.19704e+02     1.39003e+03      -1.198462262e+02        -1.198489308e+02        8.55e+03 
   814     2.035e+02       -1.19723e+02     1.39136e+03      -1.198446092e+02        -1.198489252e+02        8.56e+03 
   815     2.038e+02       -1.19714e+02     1.39076e+03      -1.198482811e+02        -1.198489243e+02        8.57e+03 
   816     2.040e+02       -1.19689e+02     1.38897e+03      -1.198283161e+02        -1.198488978e+02        8.58e+03 
   817     2.042e+02       -1.19708e+02     1.39045e+03      -1.198430855e+02        -1.198488904e+02        8.59e+03 
   818     2.045e+02       -1.19699e+02     1.38981e+03      -1.198473953e+02        -1.198488884e+02        8.60e+03 
   819     2.048e+02       -1.19686e+02     1.38891e+03      -1.198366081e+02        -1.198488727e+02        8.61e+03 
   820     2.050e+02       -1.19683e+02     1.38879e+03      -1.198360013e+02        -1.198488563e+02        8.62e+03 
   821     2.052e+02       -1.19705e+02     1.39032e+03      -1.198489679e+02        -1.198488564e+02        8.63e+03 
   822     2.055e+02       -1.19683e+02     1.38876e+03      -1.198569722e+02        -1.198488667e+02        8.64e+03 
   823     2.058e+02       -1.19692e+02     1.38928e+03      -1.198362044e+02        -1.198488506e+02        8.66e+03 
   824     2.060e+02       -1.19710e+02     1.39060e+03      -1.198598219e+02        -1.198488646e+02        8.67e+03 
   825     2.062e+02       -1.19728e+02     1.39176e+03      -1.198675917e+02        -1.198488884e+02        8.68e+03 
   826     2.065e+02       -1.19730e+02     1.39179e+03      -1.198592005e+02        -1.198489016e+02        8.69e+03 
   827     2.068e+02       -1.19707e+02     1.39010e+03      -1.198445501e+02        -1.198488960e+02        8.70e+03 
   828     2.070e+02       -1.19738e+02     1.39229e+03      -1.198480307e+02        -1.198488949e+02        8.71e+03 
   829     2.072e+02       -1.19700e+02     1.38963e+03      -1.198455831e+02        -1.198488908e+02        8.72e+03 
   830     2.075e+02       -1.19721e+02     1.39109e+03      -1.198585741e+02        -1.198489030e+02        8.73e+03 
   831     2.078e+02       -1.19741e+02     1.39245e+03      -1.198521067e+02        -1.198489071e+02        8.74e+03 
   832     2.080e+02       -1.19715e+02     1.39060e+03      -1.198620836e+02        -1.198489237e+02        8.75e+03 
   833     2.082e+02       -1.19706e+02     1.38991e+03      -1.198576365e+02        -1.198489347e+02        8.76e+03 
   834     2.085e+02       -1.19736e+02     1.39195e+03      -1.198443181e+02        -1.198489288e+02        8.78e+03 
   835     2.088e+02       -1.19713e+02     1.39041e+03      -1.198377723e+02        -1.198489148e+02        8.79e+03 
   836     2.090e+02       -1.19709e+02     1.39019e+03      -1.198677703e+02        -1.198489385e+02        8.80e+03 
   837     2.092e+02       -1.19705e+02     1.38979e+03      -1.198571904e+02        -1.198489488e+02        8.81e+03 
   838     2.095e+02       -1.19721e+02     1.39088e+03      -1.198594212e+02        -1.198489619e+02        8.82e+03 
   839     2.098e+02       -1.19719e+02     1.39067e+03      -1.198528834e+02        -1.198489668e+02        8.83e+03 
   840     2.100e+02       -1.19681e+02     1.38804e+03      -1.198429397e+02        -1.198489593e+02        8.84e+03 
   841     2.102e+02       -1.19712e+02     1.39026e+03      -1.198448776e+02        -1.198489542e+02        8.85e+03 
   842     2.105e+02       -1.19701e+02     1.38955e+03      -1.198323724e+02        -1.198489336e+02        8.86e+03 
   843     2.108e+02       -1.19716e+02     1.39074e+03      -1.198307146e+02        -1.198489109e+02        8.87e+03 
   844     2.110e+02       -1.19701e+02     1.38979e+03      -1.198405161e+02        -1.198489005e+02        8.88e+03 
   845     2.112e+02       -1.19698e+02     1.38962e+03      -1.198501525e+02        -1.198489020e+02        8.89e+03 
   846     2.115e+02       -1.19707e+02     1.39025e+03      -1.198397981e+02        -1.198488908e+02        8.91e+03 
   847     2.118e+02       -1.19663e+02     1.38725e+03      -1.198290303e+02        -1.198488662e+02        8.92e+03 
   848     2.120e+02       -1.19644e+02     1.38603e+03      -1.198366265e+02        -1.198488511e+02        8.93e+03 
   849     2.122e+02       -1.19711e+02     1.39073e+03      -1.198373054e+02        -1.198488369e+02        8.94e+03 
   850     2.125e+02       -1.19696e+02     1.38971e+03      -1.198380045e+02        -1.198488235e+02        8.95e+03 
   851     2.128e+02       -1.19698e+02     1.38992e+03      -1.198499474e+02        -1.198488249e+02        8.96e+03 
   852     2.130e+02       -1.19694e+02     1.38961e+03      -1.198565255e+02        -1.198488344e+02        8.97e+03 
   853     2.132e+02       -1.19680e+02     1.38849e+03      -1.198519635e+02        -1.198488382e+02        8.98e+03 
   854     2.135e+02       -1.19677e+02     1.38823e+03      -1.198592690e+02        -1.198488510e+02        8.99e+03 
   855     2.138e+02       -1.19720e+02     1.39117e+03      -1.198630578e+02        -1.198488684e+02        9.00e+03 
   856     2.140e+02       -1.19723e+02     1.39125e+03      -1.198614123e+02        -1.198488838e+02        9.01e+03 
   857     2.142e+02       -1.19728e+02     1.39149e+03      -1.198604222e+02        -1.198488979e+02        9.03e+03 
   858     2.145e+02       -1.19677e+02     1.38790e+03      -1.198609080e+02        -1.198489126e+02        9.04e+03 
   859     2.148e+02       -1.19709e+02     1.39003e+03      -1.198347150e+02        -1.198488952e+02        9.05e+03 
   860     2.150e+02       -1.19716e+02     1.39064e+03      -1.198501337e+02        -1.198488968e+02        9.06e+03 
   861     2.152e+02       -1.19717e+02     1.39075e+03      -1.198588111e+02        -1.198489088e+02        9.07e+03 
   862     2.155e+02       -1.19693e+02     1.38902e+03      -1.198520448e+02        -1.198489126e+02        9.08e+03 
   863     2.158e+02       -1.19717e+02     1.39065e+03      -1.198541340e+02        -1.198489190e+02        9.09e+03 
   864     2.160e+02       -1.19680e+02     1.38807e+03      -1.198477945e+02        -1.198489176e+02        9.10e+03 
   865     2.162e+02       -1.19683e+02     1.38827e+03      -1.198552862e+02        -1.198489253e+02        9.11e+03 
   866     2.165e+02       -1.19686e+02     1.38846e+03      -1.198499833e+02        -1.198489266e+02        9.12e+03 
   867     2.168e+02       -1.19697e+02     1.38922e+03      -1.198627701e+02        -1.198489433e+02        9.13e+03 
   868     2.170e+02       -1.19679e+02     1.38791e+03      -1.198430890e+02        -1.198489362e+02        9.15e+03 
   869     2.172e+02       -1.19684e+02     1.38834e+03      -1.198474735e+02        -1.198489345e+02        9.16e+03 
   870     2.175e+02       -1.19697e+02     1.38925e+03      -1.198523893e+02        -1.198489386e+02        9.17e+03 
   871     2.178e+02       -1.19730e+02     1.39156e+03      -1.198638058e+02        -1.198489565e+02        9.18e+03 
   872     2.180e+02       -1.19675e+02     1.38765e+03      -1.198407041e+02        -1.198489466e+02        9.19e+03 
   873     2.182e+02       -1.19716e+02     1.39059e+03      -1.198547962e+02        -1.198489537e+02        9.20e+03 
   874     2.185e+02       -1.19711e+02     1.39018e+03      -1.198653543e+02        -1.198489733e+02        9.21e+03 
   875     2.188e+02       -1.19699e+02     1.38929e+03      -1.198629588e+02        -1.198489900e+02        9.22e+03 
   876     2.190e+02       -1.19710e+02     1.38993e+03      -1.198524521e+02        -1.198489942e+02        9.23e+03 
   877     2.192e+02       -1.19678e+02     1.38775e+03      -1.198621855e+02        -1.198490099e+02        9.24e+03 
   878     2.195e+02       -1.19706e+02     1.38965e+03      -1.198390712e+02        -1.198489980e+02        9.25e+03 
   879     2.198e+02       -1.19716e+02     1.39044e+03      -1.198415838e+02        -1.198489892e+02        9.26e+03 
   880     2.200e+02       -1.19687e+02     1.38849e+03      -1.198537478e+02        -1.198489949e+02        9.28e+03 
   881     2.202e+02       -1.19714e+02     1.39035e+03      -1.198386642e+02        -1.198489826e+02        9.29e+03 
   882     2.205e+02       -1.19722e+02     1.39102e+03      -1.198430569e+02        -1.198489755e+02        9.30e+03 
   883     2.208e+02       -1.19643e+02     1.38558e+03      -1.198360515e+02        -1.198489603e+02        9.31e+03 
   884     2.210e+02       -1.19685e+02     1.38860e+03      -1.198547214e+02        -1.198489671e+02        9.32e+03 
   885     2.212e+02       -1.19635e+02     1.38508e+03      -1.198438563e+02        -1.198489611e+02        9.33e+03 
   886     2.215e+02       -1.19741e+02     1.39249e+03      -1.198510357e+02        -1.198489635e+02        9.34e+03 
   887     2.218e+02       -1.19702e+02     1.38978e+03      -1.198614703e+02        -1.198489783e+02        9.35e+03 
   888     2.220e+02       -1.19689e+02     1.38878e+03      -1.198466746e+02        -1.198489756e+02        9.36e+03 
   889     2.222e+02       -1.19710e+02     1.39021e+03      -1.198483652e+02        -1.198489748e+02        9.37e+03 
   890     2.225e+02       -1.19713e+02     1.39048e+03      -1.198373512e+02        -1.198489612e+02        9.38e+03 
   891     2.228e+02       -1.19667e+02     1.38733e+03      -1.198315015e+02        -1.198489407e+02        9.40e+03 
   892     2.230e+02       -1.19694e+02     1.38932e+03      -1.198395995e+02        -1.198489298e+02        9.41e+03 
   893     2.232e+02       -1.19675e+02     1.38810e+03      -1.198520033e+02        -1.198489334e+02        9.42e+03 
   894     2.235e+02       -1.19706e+02     1.39017e+03      -1.198600171e+02        -1.198489463e+02        9.43e+03 
   895     2.238e+02       -1.19720e+02     1.39106e+03      -1.198492539e+02        -1.198489467e+02        9.44e+03 
   896     2.240e+02       -1.19727e+02     1.39156e+03      -1.198397949e+02        -1.198489360e+02        9.45e+03 
   897     2.242e+02       -1.19674e+02     1.38791e+03      -1.198495224e+02        -1.198489367e+02        9.46e+03 
   898     2.245e+02       -1.19676e+02     1.38802e+03      -1.198579806e+02        -1.198489472e+02        9.47e+03 
   899     2.248e+02       -1.19668e+02     1.38741e+03      -1.198564840e+02        -1.198489560e+02        9.48e+03 
   900     2.250e+02       -1.19710e+02     1.39028e+03      -1.198468566e+02        -1.198489535e+02        9.49e+03 
   901     2.252e+02       -1.19667e+02     1.38730e+03      -1.198515411e+02        -1.198489565e+02        9.50e+03 
